Ahal_ID	PSnum	PSname	PScontinuity
g23865	6	Embryophyta	0.666666666666667
g23866	11	Mesangiospermae	0.857142857142857
g23867	18	Brassicaceae	1
g23868	6	Embryophyta	1
g23869	10	Magnoliopsida	1
g23870	17	Brassicales	1
g23871	17	Brassicales	1
g23872	10	Magnoliopsida	1
g23873	7	Tracheophyta	1
g23874	8	Euphyllophyta	1
g23875	20	Arabidopsis	1
g23876	10	Magnoliopsida	1
g23877	10	Magnoliopsida	1
g23878	18	Brassicaceae	1
g23879	20	Arabidopsis	1
g23880	5	Streptophytina	1
g23881	18	Brassicaceae	1
g23885	20	Arabidopsis	1
g23888	20	Arabidopsis	1
g23889	17	Brassicales	1
g23890	11	Mesangiospermae	0.714285714285714
g23891	11	Mesangiospermae	0.857142857142857
g23892	1	cellular organisms	0.9375
g23893	1	cellular organisms	0.9375
g23894	7	Tracheophyta	0.909090909090909
g23895	3	Viridiplantae	0.928571428571429
g23896	15	rosids	1
g23898	6	Embryophyta	0.833333333333333
g23899	3	Viridiplantae	0.785714285714286
g23900	6	Embryophyta	0.75
g23901	18	Brassicaceae	1
g23902	17	Brassicales	1
g23903	18	Brassicaceae	1
g23904	9	Spermatophyta	1
g23905	6	Embryophyta	1
g23906	11	Mesangiospermae	1
g23907	11	Mesangiospermae	1
g23908	20	Arabidopsis	1
g23909	22	Arabidopsis halleri subsp. gemmifera	1
g23910	6	Embryophyta	1
g23911	5	Streptophytina	0.923076923076923
g23912	9	Spermatophyta	1
g23913	9	Spermatophyta	0.888888888888889
g23914	9	Spermatophyta	0.888888888888889
g23915	9	Spermatophyta	1
g23916	15	rosids	0.8
g23917	3	Viridiplantae	1
g23918	2	Eukaryota	1
g23919	18	Brassicaceae	1
g23920	6	Embryophyta	1
g23921	6	Embryophyta	0.833333333333333
g23922	2	Eukaryota	1
g23923	10	Magnoliopsida	0.875
g23924	18	Brassicaceae	1
g23925	3	Viridiplantae	1
g23926	17	Brassicales	1
g23928	10	Magnoliopsida	1
g23929	10	Magnoliopsida	1
g23930	9	Spermatophyta	1
g23931	20	Arabidopsis	1
g23932	18	Brassicaceae	1
g23933	15	rosids	1
g23934	6	Embryophyta	0.833333333333333
g23935	6	Embryophyta	0.833333333333333
g23936	6	Embryophyta	1
g23937	3	Viridiplantae	0.785714285714286
g23938	10	Magnoliopsida	0.875
g23939	9	Spermatophyta	1
g23940	18	Brassicaceae	1
g23941	3	Viridiplantae	1
g23942	6	Embryophyta	0.833333333333333
g23943	18	Brassicaceae	1
g23944	3	Viridiplantae	0.785714285714286
g23945	7	Tracheophyta	0.909090909090909
g23947	6	Embryophyta	0.833333333333333
g23948	2	Eukaryota	1
g23949	17	Brassicales	1
g23950	3	Viridiplantae	1
g23951	20	Arabidopsis	1
g23952	6	Embryophyta	1
g23954	20	Arabidopsis	1
g23955	5	Streptophytina	0.923076923076923
g23956	6	Embryophyta	0.916666666666667
g23957	17	Brassicales	1
g23958	17	Brassicales	1
g23959	6	Embryophyta	0.916666666666667
g23961	9	Spermatophyta	1
g23962	11	Mesangiospermae	1
g23963	18	Brassicaceae	1
g23964	18	Brassicaceae	1
g23966	3	Viridiplantae	1
g23967	3	Viridiplantae	1
g23968	2	Eukaryota	1
g23969	11	Mesangiospermae	0.857142857142857
g23970	22	Arabidopsis halleri subsp. gemmifera	1
g23971	6	Embryophyta	0.75
g23972	3	Viridiplantae	1
g23973	6	Embryophyta	0.833333333333333
g23975	9	Spermatophyta	1
g23977	18	Brassicaceae	1
g23978	20	Arabidopsis	1
g23979	7	Tracheophyta	0.909090909090909
g23980	2	Eukaryota	1
g23981	15	rosids	1
g23982	1	cellular organisms	0.875
g23983	18	Brassicaceae	1
g23984	18	Brassicaceae	1
g23985	5	Streptophytina	1
g23986	18	Brassicaceae	1
g23987	2	Eukaryota	1
g23989	7	Tracheophyta	0.727272727272727
g23990	18	Brassicaceae	1
g23992	18	Brassicaceae	1
g23993	20	Arabidopsis	1
g23994	6	Embryophyta	1
g23996	20	Arabidopsis	1
g23997	3	Viridiplantae	1
g23998	10	Magnoliopsida	0.875
g23999	18	Brassicaceae	1
g24000	18	Brassicaceae	1
g24001	18	Brassicaceae	1
g24002	18	Brassicaceae	1
g24003	17	Brassicales	1
g24004	6	Embryophyta	0.916666666666667
g24005	10	Magnoliopsida	1
g24006	6	Embryophyta	1
g24007	18	Brassicaceae	1
g24008	10	Magnoliopsida	1
g24009	22	Arabidopsis halleri subsp. gemmifera	1
g24010	20	Arabidopsis	1
g24011	22	Arabidopsis halleri subsp. gemmifera	1
g24012	6	Embryophyta	0.916666666666667
g24013	7	Tracheophyta	0.909090909090909
g24014	9	Spermatophyta	1
g24015	5	Streptophytina	0.923076923076923
g24016	2	Eukaryota	0.933333333333333
g24018	11	Mesangiospermae	0.857142857142857
g24019	2	Eukaryota	1
g24020	22	Arabidopsis halleri subsp. gemmifera	1
g24025	3	Viridiplantae	1
g24026	6	Embryophyta	0.833333333333333
g24027	18	Brassicaceae	1
g24028	3	Viridiplantae	1
g24029	18	Brassicaceae	1
g24031	2	Eukaryota	1
g24032	2	Eukaryota	1
g24033	18	Brassicaceae	1
g24034	15	rosids	0.8
g24035	20	Arabidopsis	1
g24036	20	Arabidopsis	1
g24037	18	Brassicaceae	1
g24038	18	Brassicaceae	1
g24039	6	Embryophyta	1
g24041	18	Brassicaceae	1
g24042	6	Embryophyta	1
g24043	20	Arabidopsis	1
g24044	5	Streptophytina	1
g24045	6	Embryophyta	1
g24046	3	Viridiplantae	0.928571428571429
g24047	6	Embryophyta	0.916666666666667
g24048	3	Viridiplantae	1
g24049	17	Brassicales	1
g24051	17	Brassicales	1
g24052	22	Arabidopsis halleri subsp. gemmifera	1
g24053	9	Spermatophyta	1
g24055	11	Mesangiospermae	1
g24056	7	Tracheophyta	0.818181818181818
g24057	11	Mesangiospermae	1
g24058	3	Viridiplantae	0.714285714285714
g24060	20	Arabidopsis	1
g24061	18	Brassicaceae	1
g24064	22	Arabidopsis halleri subsp. gemmifera	1
g24065	18	Brassicaceae	1
g24066	7	Tracheophyta	1
g24068	18	Brassicaceae	1
g24069	18	Brassicaceae	1
g24070	22	Arabidopsis halleri subsp. gemmifera	1
g24071	22	Arabidopsis halleri subsp. gemmifera	1
g24072	18	Brassicaceae	1
g24073	20	Arabidopsis	1
g24074	5	Streptophytina	1
g24075	9	Spermatophyta	1
g24076	5	Streptophytina	1
g24077	7	Tracheophyta	0.545454545454545
g24078	17	Brassicales	1
g24079	6	Embryophyta	1
g24080	6	Embryophyta	1
g24082	6	Embryophyta	1
g24083	2	Eukaryota	0.8
g24084	3	Viridiplantae	1
g24085	18	Brassicaceae	1
g24086	18	Brassicaceae	1
g24087	18	Brassicaceae	1
g24089	18	Brassicaceae	1
g24090	18	Brassicaceae	1
g24091	2	Eukaryota	0.933333333333333
g24092	2	Eukaryota	0.933333333333333
g24093	5	Streptophytina	0.923076923076923
g24094	14	Pentapetalae	1
g24095	6	Embryophyta	1
g24097	17	Brassicales	1
g24098	7	Tracheophyta	0.909090909090909
g24099	18	Brassicaceae	1
g24100	18	Brassicaceae	1
g24101	18	Brassicaceae	1
g24102	18	Brassicaceae	0.666666666666667
g24104	18	Brassicaceae	1
g24105	18	Brassicaceae	1
g24106	17	Brassicales	1
g24107	6	Embryophyta	1
g24108	18	Brassicaceae	1
g24109	17	Brassicales	1
g24110	10	Magnoliopsida	1
g24112	18	Brassicaceae	1
g24113	18	Brassicaceae	1
g24116	18	Brassicaceae	1
g24117	18	Brassicaceae	1
g24118	2	Eukaryota	0.8
g24119	3	Viridiplantae	1
g24120	22	Arabidopsis halleri subsp. gemmifera	1
g24121	20	Arabidopsis	1
g24122	20	Arabidopsis	1
g24123	20	Arabidopsis	1
g24124	17	Brassicales	1
g24125	6	Embryophyta	1
g24126	18	Brassicaceae	1
g24127	20	Arabidopsis	1
g24128	22	Arabidopsis halleri subsp. gemmifera	1
g24129	17	Brassicales	1
g24130	10	Magnoliopsida	1
g24131	2	Eukaryota	1
g24132	2	Eukaryota	1
g24133	6	Embryophyta	1
g24134	11	Mesangiospermae	0.857142857142857
g24135	5	Streptophytina	0.769230769230769
g24137	11	Mesangiospermae	0.857142857142857
g24138	11	Mesangiospermae	1
g24139	17	Brassicales	1
g24140	6	Embryophyta	0.583333333333333
g24141	6	Embryophyta	1
g24142	3	Viridiplantae	1
g24143	15	rosids	1
g24144	6	Embryophyta	1
g24145	18	Brassicaceae	1
g24146	10	Magnoliopsida	0.875
g24147	17	Brassicales	1
g24148	9	Spermatophyta	1
g24149	11	Mesangiospermae	0.857142857142857
g24150	6	Embryophyta	0.833333333333333
g24151	3	Viridiplantae	0.857142857142857
g24152	8	Euphyllophyta	0.5
g24153	18	Brassicaceae	1
g24154	20	Arabidopsis	1
g24156	11	Mesangiospermae	0.714285714285714
g24157	15	rosids	0.6
g24158	6	Embryophyta	0.833333333333333
g24159	7	Tracheophyta	0.818181818181818
g24160	15	rosids	1
g24161	18	Brassicaceae	1
g24163	18	Brassicaceae	1
g24164	6	Embryophyta	0.916666666666667
g24165	22	Arabidopsis halleri subsp. gemmifera	1
g24166	20	Arabidopsis	1
g24167	20	Arabidopsis	1
g24168	20	Arabidopsis	1
g24169	7	Tracheophyta	1
g24170	2	Eukaryota	1
g24171	15	rosids	1
g24172	20	Arabidopsis	1
g24173	22	Arabidopsis halleri subsp. gemmifera	1
g24175	22	Arabidopsis halleri subsp. gemmifera	1
g24176	20	Arabidopsis	1
g24177	20	Arabidopsis	1
g24179	18	Brassicaceae	1
g24180	18	Brassicaceae	1
g24181	15	rosids	1
g24182	11	Mesangiospermae	0.857142857142857
g24183	22	Arabidopsis halleri subsp. gemmifera	1
g24186	18	Brassicaceae	0.666666666666667
g24187	17	Brassicales	1
g24189	17	Brassicales	1
g24190	18	Brassicaceae	1
g24193	20	Arabidopsis	1
g24194	18	Brassicaceae	1
g24197	18	Brassicaceae	1
g24199	20	Arabidopsis	1
g24200	22	Arabidopsis halleri subsp. gemmifera	1
g24203	22	Arabidopsis halleri subsp. gemmifera	1
g24206	20	Arabidopsis	1
g24207	6	Embryophyta	1
g24208	18	Brassicaceae	1
g24209	15	rosids	0.8
g24210	20	Arabidopsis	1
g24211	6	Embryophyta	0.916666666666667
g24212	10	Magnoliopsida	1
g24213	18	Brassicaceae	1
g24214	18	Brassicaceae	1
g24216	3	Viridiplantae	1
g24217	18	Brassicaceae	1
g24218	18	Brassicaceae	1
g24220	17	Brassicales	1
g24222	10	Magnoliopsida	1
g24223	17	Brassicales	1
g24224	22	Arabidopsis halleri subsp. gemmifera	1
g24226	6	Embryophyta	0.833333333333333
g24227	11	Mesangiospermae	1
g24228	15	rosids	1
g24229	17	Brassicales	1
g24230	5	Streptophytina	1
g24231	17	Brassicales	1
g24232	15	rosids	0.8
g24233	3	Viridiplantae	0.928571428571429
g24234	18	Brassicaceae	1
g24236	18	Brassicaceae	1
g24237	10	Magnoliopsida	0.875
g24238	15	rosids	1
g24239	9	Spermatophyta	1
g24240	3	Viridiplantae	1
g24241	6	Embryophyta	0.833333333333333
g24242	3	Viridiplantae	0.928571428571429
g24244	9	Spermatophyta	0.888888888888889
g24245	17	Brassicales	1
g24246	20	Arabidopsis	1
g24248	5	Streptophytina	0.846153846153846
g24249	3	Viridiplantae	1
g24250	6	Embryophyta	0.75
g24251	9	Spermatophyta	1
g24252	10	Magnoliopsida	1
g24253	9	Spermatophyta	1
g24254	6	Embryophyta	1
g24255	6	Embryophyta	1
g24256	2	Eukaryota	1
g24257	15	rosids	1
g24258	7	Tracheophyta	0.909090909090909
g24259	9	Spermatophyta	1
g24260	2	Eukaryota	0.866666666666667
g24262	6	Embryophyta	1
g24263	3	Viridiplantae	1
g24264	17	Brassicales	1
g24265	22	Arabidopsis halleri subsp. gemmifera	1
g24266	22	Arabidopsis halleri subsp. gemmifera	1
g24267	2	Eukaryota	1
g24268	20	Arabidopsis	1
g24269	18	Brassicaceae	1
g24270	6	Embryophyta	0.916666666666667
g24271	20	Arabidopsis	1
g24272	18	Brassicaceae	1
g24273	20	Arabidopsis	1
g24274	9	Spermatophyta	0.888888888888889
g24275	20	Arabidopsis	1
g24276	18	Brassicaceae	1
g24277	18	Brassicaceae	1
g24278	14	Pentapetalae	0.5
g24279	10	Magnoliopsida	1
g24280	10	Magnoliopsida	1
g24281	10	Magnoliopsida	1
g24282	17	Brassicales	1
g24283	17	Brassicales	1
g24284	6	Embryophyta	0.833333333333333
g24285	18	Brassicaceae	1
g24286	18	Brassicaceae	1
g24287	2	Eukaryota	1
g24288	6	Embryophyta	0.916666666666667
g24289	1	cellular organisms	1
g24290	1	cellular organisms	0.8125
g24291	18	Brassicaceae	1
g24292	18	Brassicaceae	1
g24293	6	Embryophyta	0.916666666666667
g24296	2	Eukaryota	1
g24297	22	Arabidopsis halleri subsp. gemmifera	1
g24298	10	Magnoliopsida	1
g24300	22	Arabidopsis halleri subsp. gemmifera	1
g24302	18	Brassicaceae	1
g24303	6	Embryophyta	1
g24304	11	Mesangiospermae	0.714285714285714
g24305	17	Brassicales	1
g24306	11	Mesangiospermae	1
g24307	6	Embryophyta	1
g24308	6	Embryophyta	0.916666666666667
g24309	20	Arabidopsis	1
g24310	7	Tracheophyta	0.545454545454545
g24311	9	Spermatophyta	1
g24313	18	Brassicaceae	1
g24314	6	Embryophyta	0.916666666666667
g24315	18	Brassicaceae	1
g24316	6	Embryophyta	1
g24317	10	Magnoliopsida	1
g24318	20	Arabidopsis	1
g24320	20	Arabidopsis	1
g24322	20	Arabidopsis	1
g24324	20	Arabidopsis	1
g24325	18	Brassicaceae	1
g24326	6	Embryophyta	1
g24327	18	Brassicaceae	1
g24329	7	Tracheophyta	0.909090909090909
g24330	6	Embryophyta	0.833333333333333
g24331	11	Mesangiospermae	0.857142857142857
g24332	20	Arabidopsis	1
g24333	17	Brassicales	1
g24334	17	Brassicales	1
g24335	17	Brassicales	1
g24336	11	Mesangiospermae	1
g24337	18	Brassicaceae	1
g24338	6	Embryophyta	0.916666666666667
g24339	15	rosids	1
g24340	18	Brassicaceae	1
g24341	6	Embryophyta	0.833333333333333
g24342	18	Brassicaceae	0.666666666666667
g24343	9	Spermatophyta	1
g24344	20	Arabidopsis	1
g24348	9	Spermatophyta	1
g24349	6	Embryophyta	0.916666666666667
g24350	6	Embryophyta	1
g24352	18	Brassicaceae	1
g24353	22	Arabidopsis halleri subsp. gemmifera	1
g24355	18	Brassicaceae	1
g24356	9	Spermatophyta	0.888888888888889
g24358	20	Arabidopsis	1
g24359	18	Brassicaceae	1
g24360	18	Brassicaceae	1
g24361	18	Brassicaceae	0.666666666666667
g24362	3	Viridiplantae	0.857142857142857
g24363	3	Viridiplantae	1
g24366	10	Magnoliopsida	1
g24367	20	Arabidopsis	1
g24368	18	Brassicaceae	1
g24369	2	Eukaryota	1
g24370	18	Brassicaceae	1
g24371	18	Brassicaceae	1
g24372	18	Brassicaceae	0.666666666666667
g24373	22	Arabidopsis halleri subsp. gemmifera	1
g24374	9	Spermatophyta	1
g24375	20	Arabidopsis	1
g24376	20	Arabidopsis	1
g24377	20	Arabidopsis	1
g24378	20	Arabidopsis	1
g24380	20	Arabidopsis	1
g24381	20	Arabidopsis	1
g24384	18	Brassicaceae	1
g24385	2	Eukaryota	1
g24386	6	Embryophyta	0.75
g24387	11	Mesangiospermae	0.857142857142857
g24388	22	Arabidopsis halleri subsp. gemmifera	1
g24389	11	Mesangiospermae	0.857142857142857
g24390	22	Arabidopsis halleri subsp. gemmifera	1
g24391	18	Brassicaceae	1
g24392	18	Brassicaceae	0.666666666666667
g24394	6	Embryophyta	1
g24395	18	Brassicaceae	0.666666666666667
g24396	6	Embryophyta	1
g24397	2	Eukaryota	1
g24398	10	Magnoliopsida	1
g24399	3	Viridiplantae	0.928571428571429
g24400	15	rosids	0.4
g24401	22	Arabidopsis halleri subsp. gemmifera	1
g24402	18	Brassicaceae	1
g24404	20	Arabidopsis	1
g24405	6	Embryophyta	0.916666666666667
g24406	18	Brassicaceae	1
g24407	6	Embryophyta	0.833333333333333
g24408	18	Brassicaceae	1
g24410	20	Arabidopsis	1
g24414	18	Brassicaceae	1
g24415	18	Brassicaceae	1
g24416	22	Arabidopsis halleri subsp. gemmifera	1
g24417	6	Embryophyta	0.833333333333333
g24419	18	Brassicaceae	1
g24420	18	Brassicaceae	1
g24421	15	rosids	0.8
g24422	20	Arabidopsis	1
g24423	18	Brassicaceae	1
g24424	17	Brassicales	1
g24425	18	Brassicaceae	1
g24426	18	Brassicaceae	1
g24428	20	Arabidopsis	1
g24429	20	Arabidopsis	1
g24430	22	Arabidopsis halleri subsp. gemmifera	1
g24433	20	Arabidopsis	1
g24435	22	Arabidopsis halleri subsp. gemmifera	1
g24436	22	Arabidopsis halleri subsp. gemmifera	1
g24437	20	Arabidopsis	1
g24438	18	Brassicaceae	1
g24442	9	Spermatophyta	0.777777777777778
g24443	11	Mesangiospermae	1
g24444	7	Tracheophyta	0.909090909090909
g24446	3	Viridiplantae	0.928571428571429
g24447	6	Embryophyta	0.75
g24449	6	Embryophyta	1
g24452	20	Arabidopsis	1
g24453	7	Tracheophyta	0.818181818181818
g24454	5	Streptophytina	1
g24455	6	Embryophyta	0.916666666666667
g24456	20	Arabidopsis	1
g24457	20	Arabidopsis	1
g24458	10	Magnoliopsida	0.75
g24459	11	Mesangiospermae	1
g24460	6	Embryophyta	1
g24461	18	Brassicaceae	1
g24462	5	Streptophytina	1
g24463	1	cellular organisms	0.9375
g24464	17	Brassicales	1
g24465	15	rosids	0.4
g24466	5	Streptophytina	0.846153846153846
g24467	3	Viridiplantae	1
g24468	6	Embryophyta	0.916666666666667
g24469	11	Mesangiospermae	0.857142857142857
g24470	20	Arabidopsis	1
g24472	17	Brassicales	1
g24473	15	rosids	1
g24474	6	Embryophyta	0.75
g24475	15	rosids	1
g24477	6	Embryophyta	1
g24478	7	Tracheophyta	0.909090909090909
g24479	20	Arabidopsis	1
g24480	20	Arabidopsis	1
g24481	20	Arabidopsis	1
g24482	5	Streptophytina	1
g24483	18	Brassicaceae	1
g24484	11	Mesangiospermae	1
g24485	11	Mesangiospermae	0.857142857142857
g24486	11	Mesangiospermae	0.714285714285714
g24488	10	Magnoliopsida	0.875
g24489	22	Arabidopsis halleri subsp. gemmifera	1
g24490	17	Brassicales	1
g24491	15	rosids	1
g24493	20	Arabidopsis	1
g24494	7	Tracheophyta	1
g24495	17	Brassicales	1
g24496	18	Brassicaceae	1
g24498	18	Brassicaceae	1
g24499	20	Arabidopsis	1
g24500	3	Viridiplantae	0.928571428571429
g24501	11	Mesangiospermae	0.857142857142857
g24502	17	Brassicales	1
g24503	10	Magnoliopsida	1
g24504	18	Brassicaceae	1
g24505	17	Brassicales	1
g24506	6	Embryophyta	0.916666666666667
g24507	6	Embryophyta	1
g24508	6	Embryophyta	1
g24509	11	Mesangiospermae	0.857142857142857
g24510	6	Embryophyta	0.75
g24511	2	Eukaryota	1
g24512	20	Arabidopsis	1
g24513	11	Mesangiospermae	0.857142857142857
g24514	9	Spermatophyta	1
g24515	10	Magnoliopsida	1
g24516	10	Magnoliopsida	1
g24517	6	Embryophyta	0.916666666666667
g24518	10	Magnoliopsida	0.875
g24519	18	Brassicaceae	1
g24520	17	Brassicales	1
g24521	17	Brassicales	1
g24522	10	Magnoliopsida	1
g24523	7	Tracheophyta	0.454545454545455
g24525	17	Brassicales	1
g24527	6	Embryophyta	1
g24528	6	Embryophyta	0.75
g24529	6	Embryophyta	0.916666666666667
g24531	15	rosids	1
g24534	18	Brassicaceae	1
g24535	11	Mesangiospermae	0.857142857142857
g24536	5	Streptophytina	1
g24538	18	Brassicaceae	1
g24539	22	Arabidopsis halleri subsp. gemmifera	1
g24540	20	Arabidopsis	1
g24541	6	Embryophyta	0.916666666666667
g24542	5	Streptophytina	1
g24543	10	Magnoliopsida	1
g24544	6	Embryophyta	1
g24545	6	Embryophyta	1
g24546	6	Embryophyta	1
g24547	20	Arabidopsis	1
g24550	18	Brassicaceae	1
g24551	6	Embryophyta	0.75
g24553	18	Brassicaceae	1
g24554	2	Eukaryota	1
g24555	6	Embryophyta	0.833333333333333
g24556	18	Brassicaceae	1
g24557	17	Brassicales	1
g24558	18	Brassicaceae	1
g24559	20	Arabidopsis	1
g24560	18	Brassicaceae	1
g24561	3	Viridiplantae	0.857142857142857
g24562	18	Brassicaceae	1
g24563	18	Brassicaceae	1
g24564	6	Embryophyta	0.916666666666667
g24565	10	Magnoliopsida	1
g24567	11	Mesangiospermae	0.285714285714286
g24568	10	Magnoliopsida	1
g24569	6	Embryophyta	0.833333333333333
g24570	20	Arabidopsis	1
g24571	10	Magnoliopsida	1
g24572	18	Brassicaceae	0.666666666666667
g24573	2	Eukaryota	0.933333333333333
g24575	6	Embryophyta	0.833333333333333
g24576	6	Embryophyta	1
g24577	6	Embryophyta	0.916666666666667
g24579	22	Arabidopsis halleri subsp. gemmifera	1
g24581	22	Arabidopsis halleri subsp. gemmifera	1
g24583	22	Arabidopsis halleri subsp. gemmifera	1
g24585	18	Brassicaceae	1
g24587	6	Embryophyta	1
g24589	18	Brassicaceae	1
g24590	6	Embryophyta	0.75
g24591	10	Magnoliopsida	0.875
g24592	17	Brassicales	1
g24594	18	Brassicaceae	1
g24596	18	Brassicaceae	1
g24597	1	cellular organisms	0.9375
g24598	18	Brassicaceae	1
g24599	2	Eukaryota	1
g24600	8	Euphyllophyta	1
g24602	8	Euphyllophyta	1
g24603	20	Arabidopsis	1
g24605	2	Eukaryota	1
g24606	18	Brassicaceae	0.666666666666667
g24607	18	Brassicaceae	0.666666666666667
g24608	10	Magnoliopsida	1
g24609	10	Magnoliopsida	1
g24610	10	Magnoliopsida	1
g24612	20	Arabidopsis	1
g24613	18	Brassicaceae	1
g24615	18	Brassicaceae	1
g24616	18	Brassicaceae	1
g24617	6	Embryophyta	0.916666666666667
g24618	2	Eukaryota	1
g24619	11	Mesangiospermae	0.857142857142857
g24620	20	Arabidopsis	1
g24621	6	Embryophyta	0.916666666666667
g24622	5	Streptophytina	1
g24623	10	Magnoliopsida	0.75
g24624	2	Eukaryota	1
g24625	6	Embryophyta	1
g24626	17	Brassicales	1
g24628	18	Brassicaceae	1
g24629	7	Tracheophyta	1
g24630	6	Embryophyta	0.916666666666667
g24631	6	Embryophyta	0.916666666666667
g24632	9	Spermatophyta	1
g24633	17	Brassicales	1
g24634	18	Brassicaceae	1
g24636	5	Streptophytina	0.923076923076923
g24637	17	Brassicales	1
g24639	20	Arabidopsis	1
g24640	22	Arabidopsis halleri subsp. gemmifera	1
g24641	17	Brassicales	1
g24642	17	Brassicales	1
g24645	6	Embryophyta	0.916666666666667
g24646	6	Embryophyta	0.916666666666667
g24647	6	Embryophyta	0.916666666666667
g24649	18	Brassicaceae	1
g24650	20	Arabidopsis	1
g24651	6	Embryophyta	0.916666666666667
g24653	18	Brassicaceae	1
g24654	6	Embryophyta	0.916666666666667
g24656	15	rosids	1
g24657	15	rosids	1
g24659	20	Arabidopsis	1
g24660	20	Arabidopsis	1
g24663	15	rosids	1
g24665	2	Eukaryota	1
g24666	7	Tracheophyta	1
g24667	11	Mesangiospermae	1
g24668	6	Embryophyta	1
g24670	9	Spermatophyta	1
g24671	18	Brassicaceae	1
g24673	5	Streptophytina	0.923076923076923
g24674	6	Embryophyta	1
g24675	15	rosids	1
g24676	10	Magnoliopsida	0.875
g24677	2	Eukaryota	0.933333333333333
g24678	2	Eukaryota	0.933333333333333
g24679	10	Magnoliopsida	0.75
g24680	10	Magnoliopsida	0.75
g24681	10	Magnoliopsida	0.75
g24682	22	Arabidopsis halleri subsp. gemmifera	1
g24683	17	Brassicales	1
g24684	3	Viridiplantae	1
g24685	8	Euphyllophyta	0.9
g24686	8	Euphyllophyta	0.9
g24687	20	Arabidopsis	1
g24688	20	Arabidopsis	1
g24690	6	Embryophyta	0.916666666666667
g24693	11	Mesangiospermae	1
g24694	6	Embryophyta	0.916666666666667
g24695	14	Pentapetalae	1
g24696	11	Mesangiospermae	0.714285714285714
g24700	17	Brassicales	1
g24701	20	Arabidopsis	1
g24702	18	Brassicaceae	0.666666666666667
g24704	3	Viridiplantae	1
g24706	3	Viridiplantae	0.928571428571429
g24708	20	Arabidopsis	1
g24709	18	Brassicaceae	1
g24710	17	Brassicales	1
g24714	20	Arabidopsis	1
g24715	22	Arabidopsis halleri subsp. gemmifera	1
g24716	22	Arabidopsis halleri subsp. gemmifera	1
g24717	20	Arabidopsis	1
g24718	22	Arabidopsis halleri subsp. gemmifera	1
g24720	20	Arabidopsis	1
g24723	9	Spermatophyta	1
g24724	22	Arabidopsis halleri subsp. gemmifera	1
g24725	22	Arabidopsis halleri subsp. gemmifera	1
g24726	22	Arabidopsis halleri subsp. gemmifera	1
g24727	22	Arabidopsis halleri subsp. gemmifera	1
g24728	10	Magnoliopsida	1
g24729	18	Brassicaceae	1
g24730	18	Brassicaceae	1
g24731	17	Brassicales	1
g24732	18	Brassicaceae	1
g24733	20	Arabidopsis	1
g24734	17	Brassicales	1
g24735	18	Brassicaceae	0.666666666666667
g24736	22	Arabidopsis halleri subsp. gemmifera	1
g24737	22	Arabidopsis halleri subsp. gemmifera	1
g24738	20	Arabidopsis	1
g24739	20	Arabidopsis	1
g24740	18	Brassicaceae	1
g24741	17	Brassicales	1
g24742	18	Brassicaceae	1
g24743	9	Spermatophyta	1
g24745	20	Arabidopsis	1
g24746	15	rosids	1
g24747	17	Brassicales	1
g24750	22	Arabidopsis halleri subsp. gemmifera	1
g24751	22	Arabidopsis halleri subsp. gemmifera	1
g24752	20	Arabidopsis	1
g24758	5	Streptophytina	1
g24759	18	Brassicaceae	1
g24760	2	Eukaryota	1
g24762	15	rosids	1
g24763	3	Viridiplantae	1
g24764	15	rosids	1
g24765	8	Euphyllophyta	1
g24767	7	Tracheophyta	1
g24770	15	rosids	1
g24771	2	Eukaryota	1
g24772	6	Embryophyta	1
g24774	6	Embryophyta	1
g24777	22	Arabidopsis halleri subsp. gemmifera	1
g24778	18	Brassicaceae	1
g24780	22	Arabidopsis halleri subsp. gemmifera	1
g24781	2	Eukaryota	1
g24782	6	Embryophyta	1
g24783	1	cellular organisms	0.75
g24786	10	Magnoliopsida	1
g24787	6	Embryophyta	1
g24788	2	Eukaryota	1
g24789	17	Brassicales	1
g24790	10	Magnoliopsida	1
g24791	10	Magnoliopsida	1
g24792	9	Spermatophyta	1
g24793	18	Brassicaceae	1
g24794	6	Embryophyta	1
g24795	22	Arabidopsis halleri subsp. gemmifera	1
g24796	6	Embryophyta	1
g24797	11	Mesangiospermae	0.857142857142857
g24799	22	Arabidopsis halleri subsp. gemmifera	1
g24803	6	Embryophyta	1
g24804	7	Tracheophyta	0.818181818181818
g24805	10	Magnoliopsida	0.875
g24806	17	Brassicales	1
g24807	22	Arabidopsis halleri subsp. gemmifera	1
g24810	22	Arabidopsis halleri subsp. gemmifera	1
g24811	11	Mesangiospermae	0.857142857142857
g24812	1	cellular organisms	0.9375
g24814	8	Euphyllophyta	0.7
g24815	17	Brassicales	1
g24816	6	Embryophyta	0.833333333333333
g24817	5	Streptophytina	1
g24819	11	Mesangiospermae	0.857142857142857
g24820	6	Embryophyta	0.25
g24821	18	Brassicaceae	0.666666666666667
g24822	18	Brassicaceae	1
g24825	6	Embryophyta	1
g24827	20	Arabidopsis	1
g24828	22	Arabidopsis halleri subsp. gemmifera	1
g24829	22	Arabidopsis halleri subsp. gemmifera	1
g24830	20	Arabidopsis	1
g24831	6	Embryophyta	0.666666666666667
g24832	18	Brassicaceae	0.666666666666667
g24834	6	Embryophyta	1
g24835	15	rosids	1
g24837	6	Embryophyta	1
g24838	17	Brassicales	0.75
g24841	6	Embryophyta	1
